Date,Start,Finish
21/03/17,22:30:00,03:30:00
22/03/17,05:30:00,06:00:00
22/03/17,10:30:00,11:30:00
22/03/17,13:15:00,13:45:00
22/03/17,15:00:00,17:00:00
